*Interval,Energy Price
1274,3414.89
1275,3399.55
1276,3600.42
1277,3309.9
1278,3603.07
1279,4000.11
1280,4000.18
1281,3700.85
1282,3700.91
1283,4000.01
1284,3999.59
1285,3999.69
1286,4001.51
1287,4613.53
1288,4689.91
1289,4002.46
1290,4000.97
1291,4689.15
1292,4500.97
1293,4500.71
1294,4007.23
1295,3699.84
1296,3612.44
1297,3489.4
1298,3449.9
1299,2969.61
1300,2969.45
1301,2929.79
1302,2929.95
1303,2652
1304,2475.67
1305,2859.07
1306,2538.5
1307,2412.18
1308,2379.3
1309,2909.51
1310,2939.65
1311,2923.8
1312,2929.96
1313,2909.44
1314,2939.99
1315,2939.71
1316,3120.83
1317,3414.64
1318,3439.5
1319,3414.01
1320,3414.25
1321,3320.09
1322,3320.09
1323,3381.94
1324,3500.65
1325,4935.54
1326,5793.5
1327,4935.36
1328,4210.99
1329,3820.45
1330,3470.49
1331,3612.57
1332,3414.99
1333,3007.09
1334,2939.74
1335,2695.79
1336,2693.24
1337,2500.2
1338,2330.48
1339,2011.42
1340,2011.34
1341,1750.18
1342,1799.15
1343,1649.95
1344,1830.65
1345,2009.91
1346,2117.42
1347,2117.07
1348,1999.56
1349,2009.9
1350,2009.16
1351,1802.7
1352,1863.1
1353,1599.98
1354,1599.91
1355,1500.94
1356,1550.56
1357,1458.35
1358,1458.74
1359,1608.7
1360,1489.88
1361,2620.84
1362,3000.49
1363,2119.14
1364,2119.44
1365,2190.89
1366,2412.6
1367,2599.41
1368,2539.14
1369,3004.58
1370,3120.39
1371,3001.78
1372,3269.76
1373,2939.5
1374,2969.91
1375,3231.3
1376,3415.59
1377,3499.21
1378,3499.36
1379,3231.17
1380,3447.56
1381,3612.37
1382,3447.53
1383,3612.93
1384,3699.52
1385,3845.74
1386,3845.17
1387,4376.35
1388,4489.16
1389,3862.19
1390,3600.48
1391,3278.61
1392,2888.09
1393,3414.6
1394,3420.82
1395,2999.34
1396,2887.12
1397,2923.01
1398,2386.83
1399,2834.6
1400,2538.24
1401,2611.94
1402,2539.95
1403,2879.16
1404,2600.16
1405,2878.95
1406,2904.24
1407,3000.21
1408,2879.79
1409,2879.37
1410,2999.86
1411,3120.5
1412,3166.18
1413,3530.32
1414,3338.94
1415,3449.59
1416,3787.95
1417,3712.87
1418,3700.99
1419,3481.21
1420,3499.38
1421,3220.01
1422,3400.48
1423,3199.6
1424,3145.47
1425,3220.08
1426,3220.37
1427,3120.24
1428,2992.92
1429,2747.06
1430,2605.83
1431,2039.61
1432,2039.85
1433,2151.47
1434,1999.03
1435,1999.47
1436,2359.11
1437,1560.75
1438,1689.2
1439,2168.43
1440,1999.28
1441,2246.07
1442,2147.31
1443,2119.84
1444,2119.53
1445,2119.24
1446,1959.7
1447,2119.36
1448,1619.79
1449,1580.29
1450,1559.85
1451,1458.88
1452,1499.6
1453,1530
1454,1500.53
1455,1544.8
1456,1500.27
1457,2127.01
1458,2147.47
1459,2309.07
1460,2539.56
1461,2539.02
1462,2845.74
1463,2525.96
1464,2119.71
1465,2539.35
1466,2999.2
1467,3320.78
1468,3365.9
1469,3320.18
1470,3481.7
1471,3429.31
1472,3498.57
1473,3320.71
1474,3320.49
1475,2998.46
1476,2999.49
1477,2999.64
1478,3003.97
1479,3414.61
1480,3499.12
1481,3612.02
1482,3414.14
1483,3712.22
1484,3489.95
1485,3414.67
1486,3414.59
1487,3415
1488,3017
1489,2800.88
1490,2909.66
1491,2909.54
1492,2659.6
1493,2249.08
1494,2730.92
1495,2999.36
1496,2800.41
1497,2845.6
1498,2845.67
1499,2859.56
1500,2999.24
1501,2999.19
1502,2999.3
1503,2800.19
1504,2878.21
1505,2562.61
1506,2939.39
1507,3504.8
1508,3505.71
1509,3505.59
1510,3650.7
1511,3609.53
1512,3609.98
1513,3699.7
1514,3837.44
1515,3637.4
1516,3790.22
1517,3599.45
1518,3500.54
1519,3414.81
1520,3281.1
1521,3414.1
1522,3020.71
1523,3000.83
1524,2949.24
1525,2600.51
1526,2527.3
1527,2957.26
1528,2859.92
1529,2999.72
1530,2999.47
1531,2730.26
1532,2100.05
1533,1999.42
1534,1829.96
1535,2379.04
1536,2401.42
1537,1889.36
1538,1889
1539,1673.97
1540,1740.59
1541,1619.37
1542,1589.7
1543,1589.76
1544,1589.49
1545,1376
1546,1424.46
1547,1200.15
1548,999.85
1549,999.83
1550,999.94
1551,1959.2
1552,1959.14
1553,1959.4
1554,1983.9
1555,2299.44
1556,2369.28
1557,2109.64
1558,2299.84
1559,2700.57
1560,2673.67
1561,2749.52
1562,2999.55
1563,3414.23
1564,3500.06
1565,3448.43
1566,3449.53
1567,4005.42
1568,4003.35
1569,3900.94
1570,4001.53
1571,5000.54
1572,5000.88
1573,4935.44
1574,5000.65
1575,6131.24
1576,6131.78
1577,5600.36
1578,6188.11
1579,9242.38
1580,8950.2
1581,6500.42
1582,5829.64
1583,5200.25
1584,4999.78
1585,4859.68
1586,4859.06
1587,3599.36
1588,3582.29
1589,3712.55
1590,3612.21
1591,3712.59
1592,3612.69
1593,3473.72
1594,3473.13
1595,3609.36
1596,3609.57
1597,3535.76
1598,3712.1
1599,4007.9
1600,3712.76
1601,3535.45
1602,3609.82
1603,3609.38
1604,3809.73
1605,5000.32
1606,5000.71
1607,6002.19
1608,8000.07
1609,8000.76
1610,8852.87
1611,16630.61
1612,15390.26
1613,17798.55
1614,8020.4
1615,8250.45
1616,8000.59
1617,6131.52
1618,5600.25
1619,4500.67
1620,3712.09
1621,3712.78
1622,3635.54
1623,3800.33
1624,3553.6
1625,3448.03
1626,3609.02
1627,2321.77
1628,2009.54
1629,2379.34
1630,2379.34
1631,2620.74
1632,2318.09
1633,2514.26
1634,2319.2
1635,2299.63
1636,2489.01
1637,2489.54
1638,2246.81
1639,2409.74
1640,2246.26
1641,1999.25
1642,2000.51
1643,2125.93
1644,2246.54
1645,2246.29
1646,2246.56
1647,2125.59
1648,2100.83
1649,2100.13
1650,2246.5
1651,2139.95
1652,2510.15
1653,2109.66
1654,2999.11
1655,2999.86
1656,3120.2
1657,3414.8
1658,3712.94
1659,3712.77
1660,4500.37
1661,4002.36
1662,5738.87
1663,6675.5
1664,7500.04
1665,5906
1666,5599.22
1667,6131.31
1668,5782.33
1669,5000.22
1670,5599.53
1671,5829.19
1672,5829.7
1673,6131.54
1674,6500.14
1675,6131.22
1676,6131.14
1677,6100.16
1678,5829.49
1679,6100.62
1680,5499.29
1681,5098.19
1682,5098.32
1683,5200.8
1684,4689.7
1685,3493.05
