*Interval,Price (Rs./MWh)
97,1994.23
98,1933.25
99,1899.92
100,1899.94
101,1899.92
102,1899.91
103,1899.82
104,1899.76
105,1899.7
106,1899.7
107,1899.65
108,1899.69
109,1899.71
110,1899.72
111,1899.71
112,1899.83
113,1899.91
114,1899.99
115,2000.03
116,2019.23
117,2476.55
118,2594.69
119,2597.03
120,2600.26
121,2608.84
122,2603.61
123,2589.46
124,2250.96
125,2359.32
126,2623.34
127,2709.11
128,2709.95
129,2879.68
130,2709.94
131,2879.61
132,3539.23
133,3539.57
134,3539.66
135,3539.67
136,3539.83
137,3539.44
138,3539.4
139,3539.33
140,3539.52
141,2899.35
142,2879.87
143,2879.73
144,2879.24
145,3099.66
146,3539.49
147,3539.41
148,3539.14
149,3099.52
150,3099.26
151,3099.15
152,3099.19
153,3019.14
154,2879.79
155,2879.25
156,2879.28
157,2709.53
158,2709.54
159,2709.51
160,2709.38
161,2709.09
162,2529.22
163,2410.26
164,2560.43
165,2399.95
166,2529.98
167,2529.94
168,2529.38
169,3200.7
170,2349.88
171,2349.18
172,2349.22
173,2349.58
174,3000.14
175,3099.3
176,4000.51
177,4640.95
178,5000.99
179,6500.22
180,6500.02
181,3099.66
182,3099.76
183,3099.48
184,3025.72
185,3099.01
186,3027.7
187,2937.04
188,2879.28
189,2229.03
190,2097.56
191,2059.53
192,2059.03
3073,2083.04
3074,2059.56
3075,2059.26
3076,2059.13
3077,2059.01
3078,2052.55
3079,2019.82
3080,2019.57
3081,2019.24
3082,2017.73
3083,2019.21
3084,2019.12
3085,2019.04
3086,2000.89
3087,2000.62
3088,2019.14
3089,2039.05
3090,2039.18
3091,1900.4
3092,1999.49
3093,2250.69
3094,2462.06
3095,2463.8
3096,2360.49
3097,2591.33
3098,2603.74
3099,2798.35
3100,2937.89
3101,2607.44
3102,2983.71
3103,3514.1
3104,3539.96
3105,3369.04
3106,3539.05
3107,3539.78
3108,3805.16
3109,4601.0
3110,6500.12
3111,6500.52
3112,6500.75
3113,6500.49
3114,6500.46
3115,6500.44
3116,6500.43
3117,4000.5
3118,4000.27
3119,3539.83
3120,3539.65
3121,3539.43
3122,3539.22
3123,3200.03
3124,3099.89
3125,3099.38
3126,3099.15
3127,3099.11
3128,3099.14
3129,3099.3
3130,3099.28
3131,3099.15
3132,3099.14
3133,2879.03
3134,2709.12
3135,2709.06
3136,2709.12
3137,2799.02
3138,2879.05
3139,2639.24
3140,2619.44
3141,2500.88
3142,2600.15
3143,2639.27
3144,2619.71
3145,5388.29
3146,3300.75
3147,3300.47
3148,3910.29
3149,3400.56
3150,4100.18
3151,3300.95
3152,5000.17
3153,3551.09
3154,3603.35
3155,3310.52
3156,3099.12
3157,3099.13
3158,2997.24
3159,2952.8
3160,2802.42
3161,2610.16
3162,2943.82
3163,2965.73
3164,2937.61
3165,2610.99
3166,2483.41
3167,2249.24
3168,2229.72
5761,2709.22
5762,2709.02
5763,2360.53
5764,2139.39
5765,2059.7
5766,2059.63
5767,2059.55
5768,2059.48
5769,2059.29
5770,2059.25
5771,2059.22
5772,2059.2
5773,2059.11
5774,2059.14
5775,2059.16
5776,2059.47
5777,2360.48
5778,2492.26
5779,2499.06
5780,2499.16
5781,2499.3
5782,2599.7
5783,2599.65
5784,2739.6
5785,3099.66
5786,3099.57
5787,3099.52
5788,3099.76
5789,5111.82
5790,7090.62
5791,3539.33
5792,3539.77
5793,4000.63
5794,4500.47
5795,5800.0
5796,5926.67
5797,7000.08
5798,7999.9
5799,7999.96
5800,7999.96
5801,7500.75
5802,7500.65
5803,7500.64
5804,7500.35
5805,6500.14
5806,6500.13
5807,6500.52
5808,6500.4
5809,9894.44
5810,9628.6
5811,9589.91
5812,9344.67
5813,3500.96
5814,3500.54
5815,3500.24
5816,3499.36
5817,4100.56
5818,4100.49
5819,3731.06
5820,3499.64
5821,3019.62
5822,2879.4
5823,2730.88
5824,2709.75
5825,3539.47
5826,3250.81
5827,3484.04
5828,3800.1
5829,3200.07
5830,3250.27
5831,2569.16
5832,2499.64
5833,2429.55
5834,2379.77
5835,2400.79
5836,4000.02
5837,4000.1
5838,4000.23
5839,4000.01
5840,4000.13
5841,3099.83
5842,5000.11
5843,6500.39
5844,6500.61
5845,6500.09
5846,6100.95
5847,5000.5
5848,4000.87
5849,3099.35
5850,3099.13
5851,3000.79
5852,2498.3
5853,2733.9
5854,2709.62
5855,2709.38
5856,2709.05
8737,2139.36
8738,1998.8
