*Interval,Price (Rs./MWh)
97,2720.42
98,2940.15
99,3000.62
100,2939.48
101,2720.03
102,2878.7
103,2451.06
104,2700.04
105,2520.76
106,2225.47
107,2940.2
108,2940.59
109,2702.94
110,2806.92
111,2149.37
112,2149.99
113,2246.92
114,2878.86
115,3499.04
116,3500.09
117,3582.11
118,3692.22
119,3588.61
120,3692.13
121,3730.95
122,4689.68
123,7700.21
124,7700.59
125,8020.76
126,8020.55
127,7503.69
128,7501.22
129,5999.33
130,5000.41
131,4786.1
132,5501.18
133,5499.9
134,6000.33
135,6504.24
136,5999.79
137,5500.71
138,5500.83
139,6208.89
140,6499.42
141,7500.37
142,7500.62
143,7500.84
144,5500.2
145,3998.3
146,3997.59
147,4269.79
148,4369.41
149,3499.52
150,3692.13
151,3692.21
152,3499.22
153,3700.43
154,3510.91
155,3700.62
156,3700.91
157,4079.8
158,4079.42
159,4509.05
160,4804.84
161,4179.51
162,4919.6
163,5955.48
164,6029.18
165,6029.96
166,16000.02
167,9029.54
168,10000.22
169,16853.33
170,20000.0
171,20000.0
172,20000.0
173,20000.0
174,20000.0
175,20000.0
176,20000.0
177,8893.42
178,7500.91
179,5060.28
180,4499.49
181,4389.06
182,4386.47
183,4389.94
184,3600.69
185,4389.18
186,4600.97
187,3979.49
188,3588.98
189,2939.63
190,2939.25
191,2563.0
192,2514.58
3073,4079.87
3074,4079.69
3075,2820.98
3076,2499.59
3077,2820.29
3078,2881.59
3079,2820.8
3080,2499.04
3081,2720.89
3082,2720.03
3083,2514.5
3084,2246.17
3085,2049.57
3086,2200.13
3087,2720.18
3088,2688.54
3089,2125.46
3090,2246.67
3091,2499.47
3092,2820.43
3093,3329.7
3094,3780.5
3095,3004.48
3096,3329.17
3097,3999.6
3098,4520.37
3099,6650.38
3100,7520.01
3101,9999.15
3102,8000.8
3103,8000.58
3104,9999.0
3105,9999.53
3106,10000.18
3107,14500.36
3108,14500.58
3109,10000.65
3110,9999.5
3111,7500.94
3112,8000.78
3113,9999.62
3114,9999.91
3115,8500.95
3116,8500.56
3117,8500.71
3118,8500.54
