Interval,In Pwr 1 (MW),Out Pwr Sold1 (MW),Out Pwr Load1 (MW),Storage Lvl 1 (MW-h),Cool Down Period 1 (Binary),H2 Out 1 (kg),Non-Ren In 1 (MW),Ren In 1 (MW),Ren Sold 1 (MW),Curtailment (MW), Elec Purchase (INR/MWh), Elec Purchase RT (INR/MWh)
       18.00,        0.00,        0.00,        0.00,     1770.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2299.13,     2299.13
       19.00,      500.00,        0.00,        0.00,     1885.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     2170.48,     2170.48
       20.00,      500.00,        0.00,        0.00,     2000.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     2175.38,     2175.38
       21.00,        0.00,        0.00,        0.00,     2000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2319.87,     2319.87
       22.00,        0.00,        0.00,        0.00,     2000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2319.88,     2319.88
       23.00,        0.00,        0.00,        0.00,     2000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2326.60,     2326.60
       24.00,        0.00,        0.00,        0.00,     2000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2328.60,     2328.60
       25.00,        0.00,        0.00,        0.00,     2000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2399.66,     2399.66
       26.00,        0.00,        0.00,        0.00,     2000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2750.79,     2750.79
       27.00,        0.00,        0.00,        0.00,     2000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3000.58,     3000.58
       28.00,        0.00,        0.00,        0.00,     2000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3000.40,     3000.40
       29.00,        0.00,        0.00,        0.00,     2000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3218.90,     3218.90
       30.00,        0.00,        0.00,        0.00,     2000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3249.03,     3249.03
       31.00,        0.00,        0.00,        0.00,     2000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3499.52,     3499.52
       32.00,        0.00,        0.00,        0.00,     2000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3900.22,     3900.22
       33.00,        0.00,        0.00,        0.00,     2000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     4803.86,     4803.86
       34.00,        0.00,      500.00,        0.00,     1864.13,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5506.94,     5506.94
       35.00,        0.00,      500.00,        0.00,     1728.26,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     6500.00,     6500.00
       36.00,        0.00,      500.00,        0.00,     1592.39,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5000.96,     5000.96
       37.00,        0.00,      500.00,        0.00,     1456.52,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     6500.22,     6500.22
       38.00,        0.00,      500.00,        0.00,     1320.65,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     6500.42,     6500.42
       39.00,        0.00,      500.00,        0.00,     1184.78,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     6500.50,     6500.50
       40.00,        0.00,      500.00,        0.00,     1048.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     6500.43,     6500.43
       41.00,        0.00,      500.00,        0.00,      913.04,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     6500.59,     6500.59
       42.00,        0.00,      500.00,        0.00,      777.17,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     6500.61,     6500.61
       43.00,        0.00,      500.00,        0.00,      641.30,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     6500.56,     6500.56
       44.00,        0.00,      500.00,        0.00,      505.43,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     6500.35,     6500.35
       45.00,        0.00,      500.00,        0.00,      369.57,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5000.75,     5000.75
       46.00,        0.00,        0.00,        0.00,      369.57,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     4989.46,     4989.46
       47.00,        0.00,      500.00,        0.00,      233.70,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5999.28,     5999.28
       48.00,        0.00,        0.00,        0.00,      233.70,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     4500.70,     4500.70
       49.00,        0.00,        0.00,        0.00,      233.70,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     4444.59,     4444.59
       50.00,        0.00,      500.00,        0.00,       97.83,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     6199.07,     6199.07
       51.00,        0.00,      360.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     4989.57,     4989.57
       52.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3768.89,     3768.89
       53.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3768.29,     3768.29
       54.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3499.99,     3499.99
       55.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3397.34,     3397.34
       56.00,      500.00,        0.00,        0.00,      115.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     3323.29,     3323.29
       57.00,        0.00,        0.00,        0.00,      115.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3449.42,     3449.42
       58.00,        0.00,        0.00,        0.00,      115.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3462.64,     3462.64
       59.00,        0.00,        0.00,        0.00,      115.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3500.11,     3500.11
       60.00,        0.00,        0.00,        0.00,      115.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3449.78,     3449.78
       61.00,      500.00,        0.00,        0.00,      230.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     3218.13,     3218.13
       62.00,        0.00,        0.00,        0.00,      230.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3323.71,     3323.71
       63.00,        0.00,        0.00,        0.00,      230.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3670.57,     3670.57
       64.00,        0.00,        0.00,        0.00,      230.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3449.79,     3449.79
       65.00,      417.77,        0.00,        0.00,      326.09,        0.00,        0.00,      417.77,        0.00,        0.00,        0.00,     3323.50,     3323.50
       66.00,        0.00,        0.00,        0.00,      326.09,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3445.00,     3445.00
       67.00,        0.00,        0.00,        0.00,      326.09,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3553.44,     3553.44
       68.00,        0.00,      500.00,        0.00,      190.22,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3676.47,     3676.47
       69.00,        0.00,      500.00,        0.00,       54.35,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3747.90,     3747.90
       70.00,        0.00,      200.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3671.96,     3671.96
       71.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3340.84,     3340.84
       72.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3323.75,     3323.75
       73.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3229.81,     3229.81
       74.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3323.39,     3323.39
       75.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3229.88,     3229.88
       76.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3499.50,     3499.50
       77.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3340.90,     3340.90
       78.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3500.28,     3500.28
       79.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3229.02,     3229.02
       80.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3079.79,     3079.79
       81.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2849.75,     2849.75
       82.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2849.30,     2849.30
       83.00,      500.00,        0.00,        0.00,      115.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     2499.90,     2499.90
       84.00,      421.55,        0.00,        0.00,      211.96,        0.00,        0.00,      421.55,        0.00,        0.00,        0.00,     2499.92,     2499.92
       85.00,        0.00,      500.00,        0.00,       76.09,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2740.69,     2740.69
       86.00,        0.00,        0.00,        0.00,       76.09,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2689.12,     2689.12
       87.00,        0.00,        0.00,        0.00,       76.09,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2689.32,     2689.32
       88.00,        0.00,        0.00,        0.00,       76.09,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2619.76,     2619.76
       89.00,        0.00,        0.00,        0.00,       76.09,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2589.84,     2589.84
       90.00,        0.00,        0.00,        0.00,       76.09,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2600.72,     2600.72
       91.00,        0.00,        0.00,        0.00,       76.09,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2640.67,     2640.67
       92.00,        0.00,        0.00,        0.00,       76.09,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2689.51,     2689.51
       93.00,        0.00,        0.00,        0.00,       76.09,        1.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2609.26,     2609.26
       94.00,        0.00,        0.00,        0.00,       76.09,        1.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2611.00,     2611.00
       95.00,        0.00,        0.00,        0.00,       76.09,        1.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2619.02,     2619.02
       96.00,        0.00,        0.00,        0.00,       76.09,        1.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2606.85,     2606.85
       97.00,        0.00,        0.00,        0.00,       76.09,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2359.02,     2359.02
       98.00,        0.00,        0.00,        0.00,       76.09,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2330.73,     2330.73
       99.00,        0.00,        0.00,        0.00,       76.09,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2130.59,     2130.59
      100.00,      364.84,        0.00,        0.00,      160.00,        0.00,        0.00,      364.84,        0.00,        0.00,        0.00,     2117.15,     2117.15
      101.00,        0.00,        0.00,        0.00,      160.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2156.44,     2156.44
      102.00,      500.00,        0.00,        0.00,      275.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     1983.03,     1983.03
      103.00,      500.00,        0.00,        0.00,      390.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     1799.27,     1799.27
      104.00,      500.00,        0.00,        0.00,      505.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     1799.11,     1799.11
      105.00,      500.00,        0.00,        0.00,      620.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     1767.92,     1767.92
      106.00,      500.00,        0.00,        0.00,      735.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     1900.65,     1900.65
      107.00,      500.00,        0.00,        0.00,      850.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     1875.60,     1875.60
      108.00,      500.00,        0.00,        0.00,      965.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     1900.26,     1900.26
      109.00,      500.00,        0.00,        0.00,     1080.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     1767.67,     1767.67
      110.00,      500.00,        0.00,        0.00,     1195.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     1767.77,     1767.77
      111.00,      500.00,        0.00,        0.00,     1310.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     2014.21,     2014.21
      112.00,      500.00,        0.00,        0.00,     1425.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     1767.63,     1767.63
      113.00,      500.00,        0.00,        0.00,     1540.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     2049.33,     2049.33
      114.00,      500.00,        0.00,        0.00,     1655.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     2001.60,     2001.60
      115.00,      500.00,        0.00,        0.00,     1770.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     1764.35,     1764.35
      116.00,      500.00,        0.00,        0.00,     1885.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     1941.24,     1941.24
      117.00,      500.00,        0.00,        0.00,     2000.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     2080.18,     2080.18
      118.00,        0.00,        0.00,        0.00,     2000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2156.26,     2156.26
      119.00,        0.00,        0.00,        0.00,     2000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2117.80,     2117.80
      120.00,        0.00,        0.00,        0.00,     2000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2156.19,     2156.19
      121.00,        0.00,        0.00,        0.00,     2000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2279.45,     2279.45
      122.00,        0.00,        0.00,        0.00,     2000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2445.00,     2445.00
      123.00,        0.00,        0.00,        0.00,     2000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3200.16,     3200.16
      124.00,        0.00,        0.00,        0.00,     2000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3579.52,     3579.52
      125.00,        0.00,        0.00,        0.00,     2000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3349.88,     3349.88
      126.00,        0.00,        0.00,        0.00,     2000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3500.48,     3500.48
      127.00,        0.00,        0.00,        0.00,     2000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3999.29,     3999.29
      128.00,        0.00,        0.00,        0.00,     2000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     4051.12,     4051.12
      129.00,        0.00,      500.00,        0.00,     1864.13,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5499.64,     5499.64
      130.00,        0.00,      500.00,        0.00,     1728.26,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     6500.03,     6500.03
      131.00,        0.00,      500.00,        0.00,     1592.39,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     6500.01,     6500.01
      132.00,        0.00,      500.00,        0.00,     1456.52,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     6100.50,     6100.50
      133.00,        0.00,      500.00,        0.00,     1320.65,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5999.88,     5999.88
      134.00,        0.00,      500.00,        0.00,     1184.78,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     6500.04,     6500.04
      135.00,        0.00,      500.00,        0.00,     1048.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     6100.11,     6100.11
      136.00,        0.00,      500.00,        0.00,      913.04,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     6100.25,     6100.25
      137.00,        0.00,      500.00,        0.00,      777.17,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     4968.00,     4968.00
      138.00,        0.00,      500.00,        0.00,      641.30,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     4143.00,     4143.00
      139.00,        0.00,      500.00,        0.00,      505.43,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5000.03,     5000.03
      140.00,        0.00,        0.00,        0.00,      505.43,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     4000.66,     4000.66
      141.00,      500.00,        0.00,        0.00,      620.43,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     2700.60,     2700.60
      142.00,      500.00,        0.00,        0.00,      735.43,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     2499.96,     2499.96
      143.00,        0.00,        0.00,        0.00,      735.43,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3349.24,     3349.24
      144.00,        0.00,        0.00,        0.00,      735.43,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3349.15,     3349.15
      145.00,        0.00,        0.00,        0.00,      735.43,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3311.33,     3311.33
      146.00,        0.00,        0.00,        0.00,      735.43,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2929.90,     2929.90
      147.00,        0.00,        0.00,        0.00,      735.43,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3334.00,     3334.00
      148.00,        0.00,        0.00,        0.00,      735.43,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3333.67,     3333.67
      149.00,        0.00,        0.00,        0.00,      735.43,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3179.70,     3179.70
      150.00,      500.00,        0.00,        0.00,      850.43,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     2805.60,     2805.60
      151.00,        0.00,        0.00,        0.00,      850.43,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2951.58,     2951.58
      152.00,      500.00,        0.00,        0.00,      965.43,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     2886.80,     2886.80
      153.00,       28.36,        0.00,        0.00,      971.96,        0.00,        0.00,       28.36,        0.00,        0.00,        0.00,     2893.78,     2893.78
      154.00,        0.00,        0.00,        0.00,      971.96,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2900.24,     2900.24
      155.00,        0.00,        0.00,        0.00,      971.96,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3199.11,     3199.11
      156.00,      500.00,        0.00,        0.00,     1086.96,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     2711.83,     2711.83
      157.00,        0.00,        0.00,        0.00,     1086.96,        1.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3333.37,     3333.37
      158.00,        0.00,        0.00,        0.00,     1086.96,        1.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3333.99,     3333.99
      159.00,        0.00,        0.00,        0.00,     1086.96,        1.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3499.89,     3499.89
      160.00,        0.00,        0.00,        0.00,     1086.96,        1.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3500.88,     3500.88
      161.00,        0.00,        0.00,        0.00,     1086.96,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3450.03,     3450.03
      162.00,        0.00,        0.00,        0.00,     1086.96,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3492.49,     3492.49
      163.00,        0.00,      500.00,        0.00,      951.09,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5000.51,     5000.51
      164.00,        0.00,      500.00,        0.00,      815.22,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5001.58,     5001.58
      165.00,        0.00,        0.00,        0.00,      815.22,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3450.27,     3450.27
      166.00,        0.00,        0.00,        0.00,      815.22,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3469.24,     3469.24
      167.00,        0.00,        0.00,        0.00,      815.22,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3349.79,     3349.79
      168.00,        0.00,        0.00,        0.00,      815.22,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3289.95,     3289.95
      169.00,        0.00,        0.00,        0.00,      815.22,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3500.84,     3500.84
      170.00,        0.00,      500.00,        0.00,      679.35,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     4001.36,     4001.36
      171.00,        0.00,      500.00,        0.00,      543.48,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     6000.25,     6000.25
      172.00,        0.00,      500.00,        0.00,      407.61,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     6000.53,     6000.53
      173.00,        0.00,      500.00,        0.00,      271.74,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     6000.67,     6000.67
      174.00,        0.00,      500.00,        0.00,      135.87,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     6000.07,     6000.07
      175.00,        0.00,      500.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5850.33,     5850.33
      176.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3494.65,     3494.65
      177.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3375.11,     3375.11
      178.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3149.57,     3149.57
      179.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2999.96,     2999.96
      180.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2989.93,     2989.93
      181.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3179.04,     3179.04
      182.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3179.82,     3179.82
      183.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3000.88,     3000.88
      184.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3259.55,     3259.55
      185.00,      500.00,        0.00,        0.00,      115.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     2589.90,     2589.90
      186.00,        0.00,        0.00,        0.00,      115.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2889.96,     2889.96
      187.00,        0.00,        0.00,        0.00,      115.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2889.41,     2889.41
      188.00,      500.00,        0.00,        0.00,      230.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     2740.99,     2740.99
      189.00,      500.00,        0.00,        0.00,      345.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     2399.22,     2399.22
      190.00,      500.00,        0.00,        0.00,      460.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     2359.92,     2359.92
      191.00,      500.00,        0.00,        0.00,      575.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     2219.46,     2219.46
      192.00,      500.00,        0.00,        0.00,      690.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     2156.63,     2156.63
      193.00,        0.00,        0.00,        0.00,      690.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2959.50,     2959.50
      194.00,        0.00,        0.00,        0.00,      690.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3379.42,     3379.42
      195.00,        0.00,        0.00,        0.00,      690.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2909.93,     2909.93
      196.00,        0.00,        0.00,        0.00,      690.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2909.85,     2909.85
      197.00,        0.00,        0.00,        0.00,      690.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2886.67,     2886.67
      198.00,        0.00,        0.00,        0.00,      690.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2841.14,     2841.14
      199.00,      500.00,        0.00,        0.00,      805.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     2827.90,     2827.90
      200.00,        0.00,        0.00,        0.00,      805.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2909.07,     2909.07
      201.00,      405.48,        0.00,        0.00,      898.26,        0.00,        0.00,      405.48,        0.00,        0.00,        0.00,     2833.54,     2833.54
      202.00,      500.00,        0.00,        0.00,     1013.26,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     2833.44,     2833.44
