Interval,In Pwr 1 (MW),Out Pwr Sold1 (MW),Out Pwr Load1 (MW),Storage Lvl 1 (MW-h),Cool Down Period 1 (Binary),H2 Out 1 (kg),Non-Ren In 1 (MW),Ren In 1 (MW),Ren Sold 1 (MW),Curtailment (MW), Elec Purchase (INR/MWh), Elec Purchase RT (INR/MWh)
       41.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2529.34,     2529.34
       42.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2529.94,     2529.94
       43.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2709.06,     2709.06
       44.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2709.04,     2709.04
       45.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2709.20,     2709.20
       46.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2709.25,     2709.25
       47.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2709.37,     2709.37
       48.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2709.28,     2709.28
       49.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2569.42,     2569.42
       50.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2569.76,     2569.76
       51.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2529.89,     2529.89
       52.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2549.09,     2549.09
       53.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3200.05,     3200.05
       54.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3119.68,     3119.68
       55.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3119.36,     3119.36
       56.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3119.22,     3119.22
       57.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2730.84,     2730.84
       58.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2500.27,     2500.27
       59.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2499.80,     2499.80
       60.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2499.67,     2499.67
       61.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2482.45,     2482.45
       62.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2450.96,     2450.96
       63.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2499.10,     2499.10
       64.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2499.54,     2499.54
       65.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2419.62,     2419.62
       66.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2450.81,     2450.81
       67.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2499.38,     2499.38
       68.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2499.49,     2499.49
       69.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2499.60,     2499.60
       70.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2499.13,     2499.13
       71.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2499.48,     2499.48
       72.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2500.60,     2500.60
       73.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2634.27,     2634.27
       74.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2499.59,     2499.59
       75.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2498.02,     2498.02
       76.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2499.36,     2499.36
       77.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2498.09,     2498.09
       78.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2399.51,     2399.51
       79.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2499.25,     2499.25
       80.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2493.90,     2493.90
       81.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2485.80,     2485.80
       82.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2499.02,     2499.02
       83.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2277.11,     2277.11
       84.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2277.82,     2277.82
       85.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2399.62,     2399.62
       86.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2277.75,     2277.75
       87.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2277.40,     2277.40
       88.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2236.18,     2236.18
       89.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2009.39,     2009.39
       90.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2232.42,     2232.42
       91.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2236.52,     2236.52
       92.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2198.78,     2198.78
       93.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1982.16,     1982.16
       94.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1786.16,     1786.16
       95.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1620.21,     1620.21
       96.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1205.83,     1205.83
       97.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1994.23,     1994.23
       98.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1933.25,     1933.25
       99.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1899.92,     1899.92
      100.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1899.94,     1899.94
      101.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1899.92,     1899.92
      102.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1899.91,     1899.91
      103.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1899.82,     1899.82
      104.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1899.76,     1899.76
      105.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1899.70,     1899.70
      106.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1899.70,     1899.70
      107.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1899.65,     1899.65
      108.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1899.69,     1899.69
      109.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1899.71,     1899.71
      110.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1899.72,     1899.72
      111.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1899.71,     1899.71
      112.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1899.83,     1899.83
      113.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1899.91,     1899.91
      114.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1899.99,     1899.99
      115.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2000.03,     2000.03
      116.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2019.23,     2019.23
      117.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2476.55,     2476.55
      118.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2594.69,     2594.69
      119.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2597.03,     2597.03
      120.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2600.26,     2600.26
      121.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2608.84,     2608.84
      122.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2603.61,     2603.61
      123.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2589.46,     2589.46
      124.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2250.96,     2250.96
      125.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2359.32,     2359.32
      126.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2623.34,     2623.34
      127.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2709.11,     2709.11
      128.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2709.95,     2709.95
      129.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2879.68,     2879.68
      130.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2709.94,     2709.94
      131.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2879.61,     2879.61
      132.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3539.23,     3539.23
      133.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3539.57,     3539.57
      134.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3539.66,     3539.66
      135.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3539.67,     3539.67
      136.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3539.83,     3539.83
      137.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3539.44,     3539.44
      138.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3539.40,     3539.40
      139.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3539.33,     3539.33
      140.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3539.52,     3539.52
      141.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2899.35,     2899.35
      142.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2879.87,     2879.87
      143.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2879.73,     2879.73
      144.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2879.24,     2879.24
      145.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3099.66,     3099.66
      146.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3539.49,     3539.49
      147.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3539.41,     3539.41
      148.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3539.14,     3539.14
      149.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3099.52,     3099.52
      150.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3099.26,     3099.26
      151.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3099.15,     3099.15
      152.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3099.19,     3099.19
      153.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3019.14,     3019.14
      154.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2879.79,     2879.79
      155.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2879.25,     2879.25
      156.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2879.28,     2879.28
      157.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2709.53,     2709.53
      158.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2709.54,     2709.54
      159.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2709.51,     2709.51
      160.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2709.38,     2709.38
      161.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2709.09,     2709.09
      162.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2529.22,     2529.22
      163.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2410.26,     2410.26
      164.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2560.43,     2560.43
      165.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2399.95,     2399.95
      166.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2529.98,     2529.98
      167.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2529.94,     2529.94
      168.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2529.38,     2529.38
      169.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3200.70,     3200.70
      170.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2349.88,     2349.88
      171.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2349.18,     2349.18
      172.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2349.22,     2349.22
      173.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2349.58,     2349.58
      174.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3000.14,     3000.14
      175.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3099.30,     3099.30
      176.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     4000.51,     4000.51
      177.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     4640.95,     4640.95
      178.00,        0.00,        0.00,        0.00,      588.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5000.99,     5000.99
      179.00,        0.00,      180.00,        0.00,      540.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     6500.22,     6500.22
      180.00,        0.00,        0.00,        0.00,      540.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     6500.02,     6500.02
      181.00,        0.00,        0.00,        0.00,      540.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3099.66,     3099.66
      182.00,        0.00,        0.00,        0.00,      540.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3099.76,     3099.76
      183.00,        0.00,        0.00,        0.00,      540.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3099.48,     3099.48
      184.00,        0.00,        0.00,        0.00,      540.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3025.72,     3025.72
      185.00,        0.00,        0.00,        0.00,      540.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3099.01,     3099.01
      186.00,        0.00,        0.00,        0.00,      540.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3027.70,     3027.70
      187.00,        0.00,        0.00,        0.00,      540.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2937.04,     2937.04
      188.00,        0.00,        0.00,        0.00,      540.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2879.28,     2879.28
      189.00,        0.00,        0.00,        0.00,      540.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2229.03,     2229.03
      190.00,        0.00,        0.00,        0.00,      540.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2097.56,     2097.56
      191.00,        0.00,        0.00,        0.00,      540.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2059.53,     2059.53
      192.00,        0.00,        0.00,        0.00,      540.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2059.03,     2059.03
      193.00,        0.00,        0.00,        0.00,      540.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2000.02,     2000.02
      194.00,        0.00,        0.00,        0.00,      540.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1988.57,     1988.57
      195.00,        0.00,        0.00,        0.00,      540.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1994.81,     1994.81
      196.00,        0.00,        0.00,        0.00,      540.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1981.69,     1981.69
      197.00,        0.00,        0.00,        0.00,      540.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1990.23,     1990.23
      198.00,        0.00,        0.00,        0.00,      540.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1981.68,     1981.68
      199.00,        0.00,        0.00,        0.00,      540.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1959.76,     1959.76
      200.00,        0.00,        0.00,        0.00,      540.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1959.31,     1959.31
      201.00,        0.00,        0.00,        0.00,      540.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1899.97,     1899.97
      202.00,        0.00,        0.00,        0.00,      540.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1899.88,     1899.88
      203.00,        0.00,        0.00,        0.00,      540.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1899.79,     1899.79
      204.00,        0.00,        0.00,        0.00,      540.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1899.82,     1899.82
