Interval,In Pwr 1 (MW),Out Pwr Sold1 (MW),Out Pwr Load1 (MW),Storage Lvl 1 (Binary),Cool Down Period 1 (MW-h),H2 Out 1 (kg),Non-Ren In 1 (MW),Ren In 1 (MW),Ren Sold 1 (MW),Curtailment (MW), Elec Purchase ($/MWh)
    26797.00,      500.00,        0.00,        0.00,      425.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     2752.81,     4499.98
    26798.00,      500.00,        0.00,        0.00,      540.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     2790.46,     4500.31
    26799.00,      500.00,        0.00,        0.00,      655.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     2869.38,     2949.56
    26800.00,      500.00,        0.00,        0.00,      770.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     2700.82,     2900.28
    26801.00,      500.00,        0.00,        0.00,      885.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     2909.07,     3230.35
    26802.00,      500.00,        0.00,        0.00,     1000.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     2909.93,     4500.65
    26803.00,        0.00,        0.00,        0.00,     1000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3080.16,     4979.09
    26804.00,        0.00,        0.00,        0.00,     1000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3080.52,     4979.24
    26805.00,        0.00,        0.00,        0.00,     1000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3364.83,     4500.90
    26806.00,        0.00,      180.00,        0.00,      951.09,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3620.53,     4979.20
    26807.00,        0.00,        0.00,        0.00,      951.09,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3550.89,     4500.43
    26808.00,        0.00,      500.00,        0.00,      815.22,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3640.31,     4999.43
    26809.00,        0.00,      500.00,        0.00,      679.35,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3843.03,     4500.07
    26810.00,        0.00,      500.00,        0.00,      543.48,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     4185.22,     5000.07
    26811.00,        0.00,      500.00,        0.00,      407.61,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3995.80,     4500.15
    26812.00,        0.00,      500.00,        0.00,      271.74,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3969.03,     4608.00
    26813.00,        0.00,      500.00,        0.00,      135.87,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3831.70,     3700.25
    26814.00,        0.00,      500.00,        0.00,       -0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3766.64,     3737.18
    26815.00,        0.00,        0.00,        0.00,       -0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3562.95,     3737.58
    26816.00,        0.00,        0.00,        0.00,       -0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3475.91,     3624.95
    26817.00,        0.00,        0.00,        0.00,       -0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3475.11,     4132.34
    26818.00,        0.00,        0.00,        0.00,       -0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3382.48,     3943.51
    26819.00,        0.00,        0.00,        0.00,       -0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3382.13,     3523.18
    26820.00,        0.00,        0.00,        0.00,       -0.00,        1.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3271.83,     3450.95
    26821.00,        0.00,        0.00,        0.00,       -0.00,        1.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2974.00,     2884.41
    26822.00,        0.00,        0.00,        0.00,       -0.00,        1.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3160.69,     2899.03
    26823.00,        0.00,        0.00,        0.00,       -0.00,        1.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3296.25,     4132.65
    26824.00,        0.00,        0.00,        0.00,       -0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3252.74,     3911.61
    26825.00,        0.00,        0.00,        0.00,       -0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3160.74,     4132.88
    26826.00,        0.00,        0.00,        0.00,       -0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3252.12,     4132.87
    26827.00,        0.00,        0.00,        0.00,       -0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3296.98,     3260.52
    26828.00,        0.00,        0.00,        0.00,       -0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3347.17,     3260.33
    26829.00,        0.00,        0.00,        0.00,       -0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3160.63,     2999.35
    26830.00,        0.00,        0.00,        0.00,       -0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3160.58,     3000.07
    26831.00,        0.00,        0.00,        0.00,       -0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3000.70,     2979.70
    26832.00,        0.00,        0.00,        0.00,       -0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3093.04,     3029.30
    26833.00,        0.00,        0.00,        0.00,       -0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3000.33,     2501.50
    26834.00,        0.00,        0.00,        0.00,       -0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2984.39,     2979.29
    26835.00,        0.00,        0.00,        0.00,       -0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2947.21,     2500.30
    26836.00,      500.00,        0.00,        0.00,      115.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     2909.95,     2700.32
    26837.00,      500.00,        0.00,        0.00,      230.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     2909.60,     1869.73
    26838.00,      500.00,        0.00,        0.00,      345.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     2909.20,     1889.76
    26839.00,      500.00,        0.00,        0.00,      460.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     2909.74,     3500.76
    26840.00,        0.00,        0.00,        0.00,      460.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2936.33,     3624.75
    26841.00,      500.00,        0.00,        0.00,      575.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     2910.49,     2999.84
    26842.00,      500.00,        0.00,        0.00,      690.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     2909.84,     3523.72
    26843.00,        0.00,        0.00,        0.00,      690.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2959.53,     2881.86
    26844.00,      347.83,        0.00,        0.00,      770.00,        0.00,        0.00,      347.83,        0.00,        0.00,        0.00,     2936.26,     2900.85
    26845.00,      500.00,        0.00,        0.00,      885.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     2936.21,     3200.39
    26846.00,      500.00,        0.00,        0.00,     1000.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     2920.74,     4092.13
    26847.00,        0.00,        0.00,        0.00,     1000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2937.00,     2771.59
    26848.00,        0.00,        0.00,        0.00,     1000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2984.29,     2920.18
    26849.00,        0.00,        0.00,        0.00,     1000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3000.84,     3000.71
    26850.00,        0.00,        0.00,        0.00,     1000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3279.50,     3230.82
    26851.00,        0.00,        0.00,        0.00,     1000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3381.67,     3580.97
    26852.00,        0.00,        0.00,        0.00,     1000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3450.04,     4979.21
    26853.00,        0.00,        0.00,        0.00,     1000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3740.15,     3744.25
    26854.00,        0.00,        0.00,        0.00,     1000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3831.35,     4132.67
    26855.00,        0.00,        0.00,        0.00,     1000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3969.31,     5000.90
    26856.00,        0.00,        0.00,        0.00,     1000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     4389.03,     5800.35
    26857.00,        0.00,        0.00,        0.00,     1000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     4860.58,     5800.58
    26858.00,        0.00,      500.00,        0.00,      864.13,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     6500.56,     6000.05
    26859.00,        0.00,      500.00,        0.00,      728.26,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,    12000.00,     6047.02
    26860.00,        0.00,      500.00,        0.00,      592.39,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,    12000.00,     6000.64
    26861.00,        0.00,      500.00,        0.00,      456.52,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,    12000.00,     6500.96
    26862.00,        0.00,      500.00,        0.00,      320.65,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,    12000.00,     6500.10
    26863.00,        0.00,      500.00,        0.00,      184.78,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,    10153.66,     5800.80
    26864.00,        0.00,      500.00,        0.00,       48.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     8043.75,     4868.49
    26865.00,        0.00,      180.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5969.41,     4450.90
    26866.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5830.41,     4100.91
    26867.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5119.33,     4200.19
    26868.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5000.90,     4400.97
    26869.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     4919.05,     2989.11
    26870.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     4500.12,     3031.42
    26871.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     4279.80,     2908.48
    26872.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     4350.60,     2908.09
    26873.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3810.58,     3250.04
    26874.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3969.28,     3200.66
    26875.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3969.13,     4499.01
    26876.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3881.58,     4510.49
    26877.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3810.77,     3100.79
    26878.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3810.93,     3250.86
    26879.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3810.77,     2900.96
    26880.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3810.21,     2884.15
    26881.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3640.85,     1835.53
    26882.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3640.70,     1835.25
    26883.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3640.06,     2850.06
    26884.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3365.00,     2850.55
    26885.00,        0.00,        0.00,        0.00,        0.00,        1.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3250.62,     2650.59
    26886.00,        0.00,        0.00,        0.00,        0.00,        1.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3099.85,     2410.67
    26887.00,        0.00,        0.00,        0.00,        0.00,        1.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3054.67,     2369.05
    26888.00,        0.00,        0.00,        0.00,        0.00,        1.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3000.91,     1835.31
    26889.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2959.13,     2650.83
    26890.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2900.39,     2773.80
    26891.00,      500.00,        0.00,        0.00,      115.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     2820.98,     2950.60
    26892.00,      500.00,        0.00,        0.00,      230.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     2820.22,     2950.13
    26893.00,      500.00,        0.00,        0.00,      345.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     2650.52,     2000.00
    26894.00,      500.00,        0.00,        0.00,      460.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     2752.15,     1920.24
    26895.00,      500.00,        0.00,        0.00,      575.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     2750.54,     2369.75
    26896.00,      500.00,        0.00,        0.00,      690.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     2699.92,     2230.63
    26897.00,      500.00,        0.00,        0.00,      805.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     2800.59,     2000.37
    26898.00,        0.00,        0.00,        0.00,      805.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2870.38,     2500.04
    26899.00,        0.00,        0.00,        0.00,      805.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2850.89,     1829.80
    26900.00,        0.00,        0.00,        0.00,      805.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3001.40,     2895.90
    26901.00,        0.00,        0.00,        0.00,      805.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3109.25,     2979.93
    26902.00,        0.00,        0.00,        0.00,      805.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3000.72,     3523.84
    26903.00,      347.83,        0.00,        0.00,      885.00,        0.00,        0.00,      347.83,        0.00,        0.00,        0.00,     2837.31,     3914.82
    26904.00,      500.00,        0.00,        0.00,     1000.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     2780.00,     3940.41
    26905.00,        0.00,        0.00,        0.00,     1000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3140.69,     3195.20
    26906.00,        0.00,        0.00,        0.00,     1000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3240.12,     3624.99
    26907.00,        0.00,      500.00,        0.00,      864.13,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3382.50,     4499.84
    26908.00,        0.00,      500.00,        0.00,      728.26,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3382.53,     4500.73
    26909.00,        0.00,      500.00,        0.00,      592.39,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3449.84,     3389.40
    26910.00,        0.00,      500.00,        0.00,      456.52,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3382.97,     3250.66
    26911.00,        0.00,      500.00,        0.00,      320.65,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3382.39,     3624.85
    26912.00,        0.00,      500.00,        0.00,      184.78,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3306.83,     3200.88
    26913.00,        0.00,      500.00,        0.00,       48.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3349.62,     3500.67
    26914.00,        0.00,      180.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3289.00,     3036.97
    26915.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3060.34,     2003.91
    26916.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3100.01,     2003.29
    26917.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3060.05,     3410.34
    26918.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3060.90,     3476.69
    26919.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3049.44,     3260.57
    26920.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2984.77,     3580.43
    26921.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2909.13,     2003.87
    26922.00,        0.00,        0.00,        0.00,        0.00,        1.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2909.07,     1899.07
    26923.00,        0.00,        0.00,        0.00,        0.00,        1.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2899.87,     2003.86
    26924.00,        0.00,        0.00,        0.00,        0.00,        1.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2900.56,     1899.84
    26925.00,        0.00,        0.00,        0.00,        0.00,        1.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2832.62,     1831.34
    26926.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2832.36,     1831.17
    26927.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2832.30,     1829.62
    26928.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2899.70,     1829.74
    26929.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2832.55,     1780.26
    26930.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2801.13,     1588.99
    26931.00,      347.83,        0.00,        0.00,       80.00,        0.00,        0.00,      347.83,        0.00,        0.00,        0.00,     2710.55,     1999.54
    26932.00,      500.00,        0.00,        0.00,      195.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     2710.07,     2548.00
    26933.00,      500.00,        0.00,        0.00,      310.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     2641.57,     1829.48
    26934.00,      500.00,        0.00,        0.00,      425.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     2641.61,     1799.83
    26935.00,      500.00,        0.00,        0.00,      540.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     2641.67,     3000.21
    26936.00,      500.00,        0.00,        0.00,      655.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     2641.74,     3280.07
    26937.00,      500.00,        0.00,        0.00,      770.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     2641.48,     1830.93
    26938.00,      500.00,        0.00,        0.00,      885.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     2641.88,     1835.33
    26939.00,      500.00,        0.00,        0.00,     1000.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     2700.99,     1589.00
    26940.00,        0.00,        0.00,        0.00,     1000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2790.57,     1780.88
    26941.00,        0.00,        0.00,        0.00,     1000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2832.20,     1830.50
    26942.00,        0.00,        0.00,        0.00,     1000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2861.88,     2480.39
    26943.00,        0.00,        0.00,        0.00,     1000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2909.07,     3280.81
    26944.00,        0.00,        0.00,        0.00,     1000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2909.16,     4000.86
    26945.00,        0.00,        0.00,        0.00,     1000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     2984.46,     4000.30
    26946.00,        0.00,        0.00,        0.00,     1000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3060.28,     4500.42
    26947.00,        0.00,        0.00,        0.00,     1000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3250.80,     4500.56
    26948.00,        0.00,        0.00,        0.00,     1000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3292.00,     4500.33
    26949.00,        0.00,        0.00,        0.00,     1000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3487.33,     3911.87
    26950.00,        0.00,        0.00,        0.00,     1000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3737.41,     4500.04
    26951.00,        0.00,        0.00,        0.00,     1000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3523.79,     4500.65
    26952.00,        0.00,        0.00,        0.00,     1000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3999.05,     5000.60
    26953.00,        0.00,        0.00,        0.00,     1000.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     4799.10,     5000.00
    26954.00,        0.00,      180.00,        0.00,      951.09,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5199.92,     5000.78
    26955.00,        0.00,      500.00,        0.00,      815.22,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     7400.22,     5812.80
    26956.00,        0.00,      500.00,        0.00,      679.35,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     8084.68,     5812.31
    26957.00,        0.00,      500.00,        0.00,      543.48,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     8824.79,     7219.11
    26958.00,        0.00,      500.00,        0.00,      407.61,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     8824.02,     5555.80
    26959.00,        0.00,      500.00,        0.00,      271.74,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     6998.74,     5500.81
    26960.00,        0.00,      500.00,        0.00,      135.87,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     6099.04,     5001.91
    26961.00,        0.00,      500.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5360.80,     4108.31
    26962.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5110.95,     4000.97
    26963.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     4919.57,     3900.32
    26964.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     4750.60,     3391.54
    26965.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     4710.64,     4000.13
    26966.00,        0.00,        0.00,        0.00,       -0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     4279.41,     3500.73
    26967.00,        0.00,       -0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     4110.29,     2989.86
    26968.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3999.96,     2908.08
    26969.00,        0.00,        0.00,        0.00,        0.00,        1.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3630.58,     5000.33
    26970.00,        0.00,        0.00,        0.00,        0.00,        1.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3640.07,     4800.55
    26971.00,        0.00,        0.00,        0.00,        0.00,        1.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3449.77,     4499.04
    26972.00,        0.00,        0.00,        0.00,        0.00,        1.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3449.31,     4000.74
    26973.00,      500.00,        0.00,        0.00,      115.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     3160.59,     2560.45
    26974.00,      500.00,        0.00,        0.00,      230.00,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     3250.86,     2650.07
    26975.00,      272.21,        0.00,        0.00,      292.61,        0.00,        0.00,      272.21,        0.00,        0.00,        0.00,     3289.10,     4000.05
    26976.00,      500.00,        0.00,        0.00,      407.61,        0.00,        0.00,      500.00,        0.00,        0.00,        0.00,     3277.17,     3500.04
    26977.00,        0.00,      500.00,        0.00,      271.74,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3998.24,     2850.85
    26978.00,        0.00,      500.00,        0.00,      135.87,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3998.45,     2752.48
    26979.00,        0.00,      500.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3969.10,     3630.65
    26980.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3620.97,     3280.97
    26981.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3540.20,     3020.35
    26982.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3499.71,     3002.55
    26983.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3449.48,     3280.01
    26984.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3349.33,     3003.03
    26985.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3289.51,     3252.69
    26986.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3250.96,     3200.90
    26987.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3250.17,     3087.75
    26988.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3109.53,     2900.58
    26989.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3060.45,     2319.95
    26990.00,      401.70,        0.00,        0.00,       92.39,        0.00,        0.00,      401.70,        0.00,        0.00,        0.00,     3060.10,     2469.76
    26991.00,        0.00,        0.00,        0.00,       92.39,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3072.50,     2400.28
    26992.00,        0.00,        0.00,        0.00,       92.39,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3060.77,     2400.93
    26993.00,        0.00,        0.00,        0.00,       92.39,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3109.15,     2652.02
    26994.00,        0.00,        0.00,        0.00,       92.39,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3109.75,     2752.42
    26995.00,        0.00,        0.00,        0.00,       92.39,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3289.39,     3250.86
    26996.00,        0.00,        0.00,        0.00,       92.39,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3434.50,     3280.83
    26997.00,        0.00,      340.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3540.16,     2961.81
    26998.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     3349.14,     2900.44
